id,created_at,favorite_count,retweet_count,url,text
1611512955434315778,2023-01-07 00:00:03+00:00,183,3,https://twitter.com/i/web/status/1611512955434315778,If you find my data useful in your line of work you are welcome to it and if you dont that is fine as well If you use it as ammunition in an online or realtime debate I am okay with that as well as long as you dont make me a participant
1611512953966321664,2023-01-07 00:00:03+00:00,88,1,https://twitter.com/i/web/status/1611512953966321664,I use the most updated numbers for both market usually as of Jan 1 2023 and for accounting usually last twelve months in computing my statistics
1611512950812209152,2023-01-07 00:00:02+00:00,136,8,https://twitter.com/i/web/status/1611512950812209152,While I report on a few marketlevel risk premiums much of my data is companylevel and includes both market and accounting data
1611512946567548928,2023-01-07 00:00:01+00:00,150,13,https://twitter.com/i/web/status/1611512946567548928,My data universe include 47913 publicly traded firms listed across geographies and spread across sectors and industries
1611512944407515136,2023-01-07 00:00:01+00:00,128,4,https://twitter.com/i/web/status/1611512944407515136,I started this practice in 1997 largely because I need and use this data all through the year in my analysis and realized that I lose nothing by sharing the data and there is nothing secret or special about it
1611512942692020226,2023-01-07 00:00:00+00:00,1161,178,https://twitter.com/i/web/status/1611512942692020226,My data update for 2023 is up and running I update risk premiums for equity and bond markets industry averages for risk profitability leverage and dividends among other variables across publicly traded companies
1610312990083158016,2023-01-03 16:31:49+00:00,2,0,https://twitter.com/i/web/status/1610312990083158016,This is a nominal growth rate with inflation built into it If you are assuming a 2 nominal growth rate and inflation is expected to be 25 you are assuming negative real growth
1610279516873854977,2023-01-03 14:18:49+00:00,6,0,https://twitter.com/i/web/status/1610279516873854977,In the next couple of days
1610081560543522823,2023-01-03 01:12:12+00:00,23,0,https://twitter.com/i/web/status/1610081560543522823,I think you are still missing the point I am just stating what the market is implying as an equity risk premium not passing judgment on whether the market is right or wrong Your judgment that the market is overestimating earnings may very well be right but it is yours
1610055048255655937,2023-01-02 23:26:51+00:00,55,0,https://twitter.com/i/web/status/1610055048255655937,This is not an academic estimate It is modelagnostic and reflects what the IRR on stocks is based on the markets estimates of earnings and cash flows You may believe that the market is wrong in its estimates but your quarrel then is with the market consensus not with me
1610045664142192640,2023-01-02 22:49:34+00:00,8,0,https://twitter.com/i/web/status/1610045664142192640,Try a different browser Google Chrome is having issues with any of my files on the NYU server
1610041021416734720,2023-01-02 22:31:07+00:00,962,159,https://twitter.com/i/web/status/1610041021416734720,A wrap on a most eventful year for the SampP 500 with equity risk premiums treasury bond rates and expected returns all climbing steeply during the year ERP Spreadsheet Website
1610022814492524544,2023-01-02 21:18:46+00:00,0,0,https://twitter.com/i/web/status/1610022814492524544,Sure and thanks for asking They are meant to be shared
1605678996477181952,2022-12-21 21:37:59+00:00,170,18,https://twitter.com/i/web/status/1605678996477181952,If you decide to take the classes online and would like to work with a peer learning group WeAreSix is an app Android iOS that allows you to do that
1605678995067965440,2022-12-21 21:37:59+00:00,170,6,https://twitter.com/i/web/status/1605678995067965440,If certification is what you want NYU offers certificate versions of my classes and you can find them at Downside is that you will pay NYU prices for the certificates and dont blame me for the sticker shock
1605678992958181377,2022-12-21 21:37:58+00:00,398,34,https://twitter.com/i/web/status/1605678992958181377,If 80minute sessions on video are not your thing they are not mine either you can take the online versions of these and other classes with 1215 minute sessions and supporting material for no credit and no fee
1605678991607676929,2022-12-21 21:37:58+00:00,346,31,https://twitter.com/i/web/status/1605678991607676929,You can watch the recorded lectures access the slides and other material and even take the tests amp exams if you are so inclined I am afraid that you will not get NYU credit but you dont have to pay them either
1605678989103665152,2022-12-21 21:37:57+00:00,278,22,https://twitter.com/i/web/status/1605678989103665152,The valuation class is about valuing or pricing just about anything from Messis World Cup jersey to Facebook I put pragmatism above purity and emphasize practice over theory
1605678986457415680,2022-12-21 21:37:57+00:00,272,20,https://twitter.com/i/web/status/1605678986457415680,The corporate finance is a big picture and applied class about the first principles that govern how to run a business
1605678984867434496,2022-12-21 21:37:56+00:00,5407,871,https://twitter.com/i/web/status/1605678984867434496,I will be back to teaching corporate finance and valuation to the MBAs and valuation to the undergraduates at NYU in Spring 2023 You need to be a Stern student to register and sit in the class but you are welcome to take it virtually
1605016500078710785,2022-12-20 01:45:28+00:00,20,2,https://twitter.com/i/web/status/1605016500078710785,Its intent is right is damning with faint praise And it is interesting that FTX is used as the example for why ESG matters I wonder how much slack was cut for SBF because he used effective altruism to cloak his craven criminality
1599772264844898307,2022-12-05 14:26:44+00:00,9,1,https://twitter.com/i/web/status/1599772264844898307,Equity frank The data from the 1970s is right Small cap stocks did better than large cap stocks during that inflationary decade One swallow does not a summer make though and I am not sure that you can generalize this finding to todays markets
1598299053283979264,2022-12-01 12:52:43+00:00,31,1,https://twitter.com/i/web/status/1598299053283979264,Schadenfreude is taking pleasure in someone elses pain Freudenfreude is taking pleasure in someone elses joy
1598112771949748226,2022-12-01 00:32:30+00:00,170,9,https://twitter.com/i/web/status/1598112771949748226,While there is basis for both expectations there are questions about how quickly inflation will come down and how much the economy will slow How those questions get answered will largely determine the course of markets in 2023
1598112769290563584,2022-12-01 00:32:30+00:00,423,69,https://twitter.com/i/web/status/1598112769290563584,In Nov 22 long term treasury rates dropped the treasury yield curve became more inverted the SampP was up gt5 amp the ERP dropped from 548 to 526 Investors rightly or wrongly are pricing in expectations of easing inflation amp a slowing economy
1592660418191056896,2022-11-15 23:26:48+00:00,174,14,https://twitter.com/i/web/status/1592660418191056896,For Facebook to turn things around it needs a plausible Metaverse business story and not only tie its investment spending to this story but also provide markers that it and investors can use to track progress towards delivering on that story
1592660414240022528,2022-11-15 23:26:47+00:00,95,2,https://twitter.com/i/web/status/1592660414240022528,On October 29 2022 the companys market cap was 247 billion indicating that investors were valuing Facebooks Metaverse bet at 83 billion indicating a view that all of the money that Facebook is spending on the Metaverse will be wasted
1592660411874410496,2022-11-15 23:26:47+00:00,84,4,https://twitter.com/i/web/status/1592660411874410496,Valuing Facebook in a Doomsday scenario where its existing online advertising business delivers flat earnings for 20 years amp dies and its investments in RampD and Metaverse continue with zero payoff I value equity at about 259 billion
1592660408120528896,2022-11-15 23:26:46+00:00,59,1,https://twitter.com/i/web/status/1592660408120528896,While many have pointed to the magnitude of Facebooks bet 100 billion over the decade as the reason for market unease it is the absence of a good business story backing the investment that is leading investors to assume the worst
1592660405889171457,2022-11-15 23:26:45+00:00,45,1,https://twitter.com/i/web/status/1592660405889171457,Challenges on the privacy front and a maturing online ad business are the stressors on Facebooks business story and faced with the choice of acceptance denial and a rebirthreset Facebook has gone big on the last choice with its Metaverse bet
1592660401291898882,2022-11-15 23:26:44+00:00,48,1,https://twitter.com/i/web/status/1592660401291898882,Even successful business stories eventually face stresses due to macro forces competitive shifts and scaling upaging In response these stories can sometimes break often shift and frequently change
1592660397446008832,2022-11-15 23:26:43+00:00,50,0,https://twitter.com/i/web/status/1592660397446008832,Facebooks operating and market success between 2012 and 2021 can be traced to its simple and credible business story of an online and focused ad business built on a mammoth user base and private data about its users
1592660395134976002,2022-11-15 23:26:43+00:00,97,7,https://twitter.com/i/web/status/1592660395134976002,A good valuation is a bridge between stories and numbers If your strength is numbers adding a story to your valuation will make it better amp more memorable If you revel in stories bringing in numbers will create more discipline in your valuation
1592660391305580544,2022-11-15 23:26:42+00:00,807,124,https://twitter.com/i/web/status/1592660391305580544,My third and final post on Facebooks most recent earnings report focuses on the importance of story telling in valuation and how the absence of a compelling business story to back up its Metaverse investments is hurting the company
1591451216172978176,2022-11-12 15:21:52+00:00,12,2,https://twitter.com/i/web/status/1591451216172978176,The comment misread what I was saying Right now the company is knocking off 100 billion for money that will be spent on Reality Labs and attaching almost no value to the cash inflows that it may create In effect that is a negative 100 billion not zero value
1590801183811448833,2022-11-10 20:18:52+00:00,183,25,https://twitter.com/i/web/status/1590801183811448833,Investors seem to have lost all trust in Facebook to deliver value on the Metaverse investment and I blame FB Telling the world that you plan to invest 100 billion over a decade without explaining how you plan to make money is not a great story line
1590801182033080320,2022-11-10 20:18:52+00:00,77,6,https://twitter.com/i/web/status/1590801182033080320,None of this is directed towards convincing you that FB is cheap or expensive The truth is that whether you find FB cheap or expensive right now rests almost entirely on how you think FBs huge investments on the Metaverse will play out
