id,created_at,favorite_count,retweet_count,url,text
1612172235753635841,2023-01-08 19:39:48+00:00,4547,753,https://twitter.com/i/web/status/1612172235753635841,Eggs are the new bitcoin
1612159065681018880,2023-01-08 18:47:28+00:00,0,0,https://twitter.com/i/web/status/1612159065681018880,
1611792764177448962,2023-01-07 18:31:55+00:00,1354,206,https://twitter.com/i/web/status/1611792764177448962,Money is pouring into the AI revolution
1611760190470103043,2023-01-07 16:22:29+00:00,573,79,https://twitter.com/i/web/status/1611760190470103043,Sam BankmanFried is back to tweeting Guess house arrest has gotten boring
1611553690674147329,2023-01-07 02:41:55+00:00,42,0,https://twitter.com/i/web/status/1611553690674147329,Yet
1611553669643747328,2023-01-07 02:41:50+00:00,13,0,https://twitter.com/i/web/status/1611553669643747328,
1611553551607644161,2023-01-07 02:41:22+00:00,26,0,https://twitter.com/i/web/status/1611553551607644161,Ouch
1611546133465104389,2023-01-07 02:11:53+00:00,4762,332,https://twitter.com/i/web/status/1611546133465104389,Elon Musk cofounded PayPal revolutionised rockets created the modern EV market the first person in the world to lose more than 200 billion What can this man not do
1611473305646796800,2023-01-06 21:22:30+00:00,25,1,https://twitter.com/i/web/status/1611473305646796800,How far are they going
1611472173990047744,2023-01-06 21:18:00+00:00,343,29,https://twitter.com/i/web/status/1611472173990047744,Is this what capitulation looks like
1611422347042426884,2023-01-06 18:00:00+00:00,35,0,https://twitter.com/i/web/status/1611422347042426884,Every morning GRIT helps 238k hedge funds billionaires institutions and retail investors start their day with an edge No fluff No bullshit No suits Simple Unbiased Actionable Subscribe its free
1611420991829250059,2023-01-06 17:54:37+00:00,617,45,https://twitter.com/i/web/status/1611420991829250059,Negative job growth which leads to negative demand growth which leads to deflation Each step needs time to play out Even if the rate of change is slowing it will be a while before those CPI readings actually reach the Feds target of 2
1611420990269198336,2023-01-06 17:54:37+00:00,467,39,https://twitter.com/i/web/status/1611420990269198336,Inflation wont go away overnight These economic changes take months to play out Even if rates are high enough to cool off the economy and tame inflation it could take a year for it all to actually play out So before the Fed can lower rates we need the following to happen
1611420988289294336,2023-01-06 17:54:37+00:00,351,26,https://twitter.com/i/web/status/1611420988289294336,And other members of the Fed have made it clear that more rate hikes are in our future
1611420987039354893,2023-01-06 17:54:36+00:00,622,36,https://twitter.com/i/web/status/1611420987039354893,The Fed needs to see some economic pain to even consider lowering rates What were seeing now is nowhere close to real pain Jerome Powell has made it clear that the Fed wont take any chances on lowering rates before inflation is clearly under control
1611420985500045323,2023-01-06 17:54:36+00:00,363,23,https://twitter.com/i/web/status/1611420985500045323,The same is true in Canada
1611420983671267330,2023-01-06 17:54:35+00:00,506,27,https://twitter.com/i/web/status/1611420983671267330,The unemployment rate is still near historic lows
1611420982106853382,2023-01-06 17:54:35+00:00,548,30,https://twitter.com/i/web/status/1611420982106853382,The labor market is still growing The rate of growth may be slowing but jobs and wages are still increasing
1611420980898832384,2023-01-06 17:54:35+00:00,5076,663,https://twitter.com/i/web/status/1611420980898832384,The FED is NOT going to stop raising rates Heres why
1611410767441444876,2023-01-06 17:14:00+00:00,2214,196,https://twitter.com/i/web/status/1611410767441444876,Sam BankmanFried is fighting in bankruptcy court for the 56 million Robinhood shares he bought FTX says the shares should go towards repaying customers since SBF used company money to buy the shares
1611389734114263045,2023-01-06 15:50:25+00:00,4542,489,https://twitter.com/i/web/status/1611389734114263045,The Fed wont stop hiking rates until the average American is eating this for dinner
1611364055880548352,2023-01-06 14:08:23+00:00,0,0,https://twitter.com/i/web/status/1611364055880548352,
1611363618288988163,2023-01-06 14:06:38+00:00,410,31,https://twitter.com/i/web/status/1611363618288988163,Good Morning Everyone We just got some good news in the labor market Wages grew 03 last month less than the 04 that was expected The Fed is getting what it wants
1611204447912460288,2023-01-06 03:34:09+00:00,90,10,https://twitter.com/i/web/status/1611204447912460288,
1611203836709847041,2023-01-06 03:31:44+00:00,906,102,https://twitter.com/i/web/status/1611203836709847041,Short sellers made 300 billion in profits in 2022 on average short interest of 937 billion Thats a 308 return for shorts last year
1611194524998443010,2023-01-06 02:54:43+00:00,264,4,https://twitter.com/i/web/status/1611194524998443010,And your true fans will be there to catch you
1611192454371311618,2023-01-06 02:46:30+00:00,5,0,https://twitter.com/i/web/status/1611192454371311618,Will he get drafted to
1611190854026231808,2023-01-06 02:40:08+00:00,1,0,https://twitter.com/i/web/status/1611190854026231808,
1611190771599785984,2023-01-06 02:39:49+00:00,38,2,https://twitter.com/i/web/status/1611190771599785984,WorldJuniors
1611189964150300673,2023-01-06 02:36:36+00:00,546,36,https://twitter.com/i/web/status/1611189964150300673,Congrats Team Canada Winning the World Juniors for the 20th time Electrifying overtime
1611174324131463169,2023-01-06 01:34:27+00:00,15134,1402,https://twitter.com/i/web/status/1611174324131463169,BREAKING ChatGPT to be valued at 29 billion
1611163018728972289,2023-01-06 00:49:32+00:00,15,0,https://twitter.com/i/web/status/1611163018728972289,Turbo speaking
1611162978618933248,2023-01-06 00:49:22+00:00,1,0,https://twitter.com/i/web/status/1611162978618933248,cheong Samesies
1611145333798576131,2023-01-05 23:39:15+00:00,471,86,https://twitter.com/i/web/status/1611145333798576131,An NFT developer was just charged with fraud for rugpulling buyers Laws still apply in Web3
